Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres)
71075,2011,12,20,16.2,2.8,27.2
71075,2011,12,21,14.1,6,0
71075,2011,12,22,15.9,5.3,0.8
71075,2011,12,23,19.2,3.5,8.8
71075,2011,12,24,21,4.9,4.6
71075,2011,12,25,19.6,7.1,19.4
71075,2011,12,26,17.4,9.7,12.2
71075,2011,12,27,16.9,7.1,1
71075,2011,12,28,17.1,4.3,0.4
71075,2011,12,29,17.3,0,0
71075,2011,12,30,16,0.6,0
71075,2011,12,31,20.1,3.6,0
71075,2012,1,1,22.7,6.7,0
71075,2012,1,2,22.8,8.9,0.2
71075,2012,1,3,22.4,11.1,0
71075,2012,1,4,18.7,11.5,0
71075,2012,1,5,17.7,3.5,6.6
71075,2012,1,6,14.8,3.7,0.2
71075,2012,1,7,18.6,5.5,0
71075,2012,1,8,13.4,10.6,7.2
71075,2012,1,9,10.8,4.4,9.6
71075,2012,1,10,10.9,4.6,0
71075,2012,1,11,3.8,1,4.6
71075,2012,1,12,12.9,-2.4,18.2
71075,2012,1,13,17.2,-0.9,0
71075,2012,1,14,17.2,5.1,0
71075,2012,1,15,16,5.1,0
71075,2012,1,16,18.3,4,4.2
71075,2012,1,17,20.9,4.6,2.4
71075,2012,1,18,19.4,12.3,0
71075,2012,1,19,22,5.8,0.2
71075,2012,1,20,21.2,8.4,0
71075,2012,1,21,18.6,5.5,0
71075,2012,1,22,16.8,8.3,0.4
71075,2012,1,23,18.5,5.8,0
71075,2012,1,24,20.8,2.8,0
71075,2012,1,25,22.1,5.7,0
71075,2012,1,26,22.4,4.1,0
71075,2012,1,27,20,9.2,12.6
71075,2012,1,28,22.6,6.9,0.2
71075,2012,1,29,22.9,8.4,0
71075,2012,1,30,16.3,13.9,56.6
71075,2012,1,31,16.6,8.3,62.8
71075,2012,2,1,9.4,3.2,0
71075,2012,2,2,12.9,5,0.8
71075,2012,2,3,13.5,5.7,3
71075,2012,2,4,19.6,3,1.8
71075,2012,2,5,19.1,6.4,0
71075,2012,2,6,15.6,1.6,2.6
71075,2012,2,7,16.3,3.8,0
71075,2012,2,8,16.7,6.1,0.2
71075,2012,2,9,14.7,7.2,1.2
71075,2012,2,10,15.7,5.9,20.6
71075,2012,2,11,16.3,0.9,3.4
71075,2012,2,12,14.7,1.8,
71075,2012,2,13,15.5,1.7,0
71075,2012,2,14,15.5,3.3,7.8
71075,2012,2,15,18,3.9,3.8
71075,2012,2,16,17.3,5.7,1.6
71075,2012,2,17,18.1,10.1,0.6
71075,2012,2,18,19.5,6.2,3.6
71075,2012,2,19,16.8,9.9,0
71075,2012,2,20,16.6,4.2,0.2
71075,2012,2,21,15.4,3.2,20.4
71075,2012,2,22,16.8,3,2.4
71075,2012,2,23,19.1,6.8,0.2
71075,2012,2,24,22.6,5.2,0
71075,2012,2,25,24.4,9.6,0
71075,2012,2,26,16,8,0
71075,2012,2,27,15.6,12.8,
71075,2012,2,28,15.8,11.8,
71075,2012,2,29,11.2,9.2,31.8
71075,2012,3,1,15,6.8,97.2
71075,2012,3,2,8,5.2,120.8
71075,2012,3,3,13.6,3.4,4.6
71075,2012,3,4,13.7,5.2,153
71075,2012,3,5,16.1,5.5,12.4
71075,2012,3,6,14.2,1.4,0
71075,2012,3,7,5.7,1.6,5.8
71075,2012,3,8,9.7,2.2,50
71075,2012,3,9,14.4,4.8,14.8
71075,2012,3,10,16.2,4.6,0
71075,2012,3,11,17.1,4.2,0
71075,2012,3,12,18.3,7.8,0
71075,2012,3,13,16.3,9.6,0
71075,2012,3,14,17.6,9.8,0
71075,2012,3,15,16.8,9,0
71075,2012,3,16,13.5,10,18.2
71075,2012,3,17,16.4,6.3,28.8
71075,2012,3,18,12.1,-1.2,0
71075,2012,3,19,13.1,5.1,0
71075,2012,3,20,17.3,0,0
71075,2012,3,21,14.2,7.3,0
71075,2012,3,22,12.8,-0.1,1.6
71075,2012,3,23,3.7,1.4,0
71075,2012,3,24,5.4,-0.5,12
71075,2012,3,25,13.2,-4,0
71075,2012,3,26,12.1,1.2,0
71075,2012,3,27,12.6,1.1,0
71075,2012,3,28,10,4.8,
71075,2012,3,29,13.3,-0.5,2.6
71075,2012,3,30,14.1,1.2,0.2
71075,2012,3,31,14.8,3,0
71075,2012,4,1,14.9,9.7,0
71075,2012,4,2,15.8,6,0
71075,2012,4,3,16.6,8.1,0
71075,2012,4,4,19,4.3,0
71075,2012,4,5,21.1,5.5,0
71075,2012,4,6,16.8,6.8,0
71075,2012,4,7,15.3,5.1,0
71075,2012,4,8,11.2,-3.2,0
71075,2012,4,9,4.9,0.2,0
71075,2012,4,10,5.8,-4.7,6.4
71075,2012,4,11,11.7,-5,0.6
71075,2012,4,12,15.5,-3.1,0
71075,2012,4,13,16.8,0.6,0
71075,2012,4,14,10.7,1.1,0
71075,2012,4,15,13.8,5.7,0
71075,2012,4,16,14.6,-0.9,0
71075,2012,4,17,10.5,0,0
71075,2012,4,18,11.2,5.9,24.2
71075,2012,4,19,11.4,7.5,16.4
71075,2012,4,20,13.3,6,5.4
71075,2012,4,21,14.1,4.9,1.6
71075,2012,4,22,9.3,5,7.4
71075,2012,4,23,9,6.3,19.6
71075,2012,4,24,2.8,1.1,14.2
71075,2012,4,25,5.3,-1.4,12.6
71075,2012,4,26,10.3,0.1,1
71075,2012,4,27,11.1,-1.3,0
71075,2012,4,28,10.1,-2.2,0
71075,2012,4,29,8.5,-0.6,0
71075,2012,4,30,10.7,-2,0
71075,2012,5,1,9.1,0.5,0
71075,2012,5,2,8.3,4.8,1.8
71075,2012,5,3,2.5,-0.5,22.6
71075,2012,5,4,9.2,-1.7,0
71075,2012,5,5,8.4,-4.8,0
71075,2012,5,6,5.6,-3.9,0
71075,2012,5,7,6.8,-4.5,0
71075,2012,5,8,8.1,2.4,0
71075,2012,5,9,12.9,4.7,0
71075,2012,5,10,10.7,5.5,0.8
71075,2012,5,11,6.6,5.2,0
71075,2012,5,12,5.3,-2.8,0
71075,2012,5,13,0.8,-2.3,2.8
71075,2012,5,14,4.1,-5.2,5.2
71075,2012,5,15,7.8,-1.8,0
71075,2012,5,16,5.8,-4.6,0
71075,2012,5,17,11.7,,
71075,2012,5,18,6.7,-3.4,0
71075,2012,5,19,5.6,1.6,0
71075,2012,5,20,9,-5.7,0
71075,2012,5,21,6.3,-4.1,0
71075,2012,5,22,3.6,-1.1,0
71075,2012,5,23,5.8,1.3,0
71075,2012,5,24,6.2,2.8,0
71075,2012,5,25,-0.8,-2.2,21.4
71075,2012,5,26,1.3,-3.2,20.4
71075,2012,5,27,6.7,-2.9,4
71075,2012,5,28,7,-3,0
71075,2012,5,29,10.7,-5.1,0
71075,2012,5,30,11.6,-3.3,0
71075,2012,5,31,12.4,-3.8,0
71075,2012,6,1,9.4,-4.9,0
71075,2012,6,2,6.7,-5.1,0
71075,2012,6,3,5.1,-0.9,16.4
71075,2012,6,4,3.9,-2.3,2.4
71075,2012,6,5,1.4,0.2,79
71075,2012,6,6,0.3,-2.2,19
71075,2012,6,7,2.3,-8.6,0.2
71075,2012,6,8,5.5,-7.8,0
71075,2012,6,9,4.2,-5.7,0
71075,2012,6,10,5.4,-5.7,0
71075,2012,6,11,4.3,-7.8,0
71075,2012,6,12,3.8,-3.9,0
71075,2012,6,13,6.8,-4.3,0
71075,2012,6,14,5,-3.4,0
71075,2012,6,15,3,1.9,3.6
71075,2012,6,16,2,-3.9,0
71075,2012,6,17,2.7,-0.6,7.6
71075,2012,6,18,6.3,-2.8,4.8
71075,2012,6,19,3.2,-1.9,1.6
71075,2012,6,20,3.3,-6.6,0
71075,2012,6,21,1.5,-1.5,1.8
71075,2012,6,22,-0.7,-1.4,41.2
71075,2012,6,23,-1.1,-8.9,12.8
71075,2012,6,24,1,-3.8,1.4
71075,2012,6,25,2.4,-1.5,0
71075,2012,6,26,2.2,-8.4,0.2
71075,2012,6,27,2.6,-7.6,0
71075,2012,6,28,2.9,-6.7,0
71075,2012,6,29,2.3,0.3,11.6
71075,2012,6,30,-1.3,-2.8,11.8
71075,2012,7,1,-1.5,-3.9,11
71075,2012,7,2,0.1,-3.7,5.2
71075,2012,7,3,0.1,-5.4,0
71075,2012,7,4,0.7,-5.5,0
71075,2012,7,5,1.4,-9.4,0.6
71075,2012,7,6,4.6,-13.3,0
71075,2012,7,7,7.3,-7.9,0
71075,2012,7,8,5.3,-6.7,0
71075,2012,7,9,4.3,-5.7,0
71075,2012,7,10,4,-3.9,0
71075,2012,7,11,0.6,-0.3,28.8
71075,2012,7,12,4.7,-1.4,1.2
71075,2012,7,13,4.3,0,21.2
71075,2012,7,14,0.5,-0.1,29.2
71075,2012,7,15,1.6,-2.3,18.4
71075,2012,7,16,3.7,-3.6,2.8
71075,2012,7,17,1.4,-0.3,0
71075,2012,7,18,0.3,-2,0
71075,2012,7,19,1.7,-10.3,3.2
71075,2012,7,20,6.5,-7.7,0
71075,2012,7,21,5,-8,0
71075,2012,7,22,5.7,-5.7,0
71075,2012,7,23,9.6,-5.8,0
71075,2012,7,24,8.5,-6,0
71075,2012,7,25,3.3,-3,0
71075,2012,7,26,2.4,-0.5,22.2
71075,2012,7,27,2.3,-3.1,2.6
71075,2012,7,28,2.5,-4.7,0
71075,2012,7,29,1.2,-5.2,1
71075,2012,7,30,0.8,-5.9,0
71075,2012,7,31,1.6,-5.4,0
71075,2012,8,1,2,-7.2,0.6
71075,2012,8,2,1.8,-8.7,0
71075,2012,8,3,-0.2,-3.7,0.6
71075,2012,8,4,0.3,-2.8,1.6
71075,2012,8,5,0.7,-1.3,5.8
71075,2012,8,6,0.5,-5.1,16.2
71075,2012,8,7,2.9,-4.8,2.6
71075,2012,8,8,1.8,-3.5,0
71075,2012,8,9,-1.1,-2.8,45.8
71075,2012,8,10,0.5,-5.8,13.4
71075,2012,8,11,2.8,-3.6,0.4
71075,2012,8,12,3.5,-1.9,0
71075,2012,8,13,5.2,-6.3,0
71075,2012,8,14,3.1,-5,0
71075,2012,8,15,0.8,-1.5,5
71075,2012,8,16,0.6,-2.1,4.6
71075,2012,8,17,-0.8,-1.8,25.8
71075,2012,8,18,1.7,-4.4,19.4
71075,2012,8,19,2.1,-8.1,1.2
71075,2012,8,20,6.5,-10.3,0
71075,2012,8,21,3.9,-7.5,0
71075,2012,8,22,7.1,-2.4,0
71075,2012,8,23,4.4,3.1,3.8
71075,2012,8,24,-1.8,-4.4,61
71075,2012,8,25,-1.1,-4.2,21.6
71075,2012,8,26,2.9,-4.1,3
71075,2012,8,27,4.3,-7.9,0
71075,2012,8,28,5.3,-3.2,0
71075,2012,8,29,4.8,-1.1,0
71075,2012,8,30,-1.6,-3.2,10
71075,2012,8,31,-1.3,-4.7,15.4
71075,2012,9,1,3.7,-8.2,4.6
71075,2012,9,2,6.2,-7.4,0
71075,2012,9,3,4.9,-3,0
71075,2012,9,4,6.7,1.7,0
71075,2012,9,5,9,2.4,0
71075,2012,9,6,3.3,0.3,40.4
71075,2012,9,7,0.3,-2.6,18.6
71075,2012,9,8,3.4,-3,27.8
71075,2012,9,9,9,-0.9,7.2
71075,2012,9,10,8.3,-2,0
71075,2012,9,11,8.3,-5.3,0
71075,2012,9,12,7,-3.4,0
71075,2012,9,13,2.8,0.5,29.4
71075,2012,9,14,7.6,-5,4
71075,2012,9,15,11.2,-3.9,0
71075,2012,9,16,6.6,-1.7,0
71075,2012,9,17,5.1,0.8,0
71075,2012,9,18,7.5,-0.1,3.2
71075,2012,9,19,8.8,-1.7,9.4
71075,2012,9,20,10.2,1.9,0
71075,2012,9,21,5.3,3.5,0.4
71075,2012,9,22,9.7,-0.3,1.8
71075,2012,9,23,9.2,1.3,0
71075,2012,9,24,4.7,-1.8,0
71075,2012,9,25,8.5,-8.2,0
71075,2012,9,26,9.7,-2.4,0
71075,2012,9,27,13.9,5.6,0
71075,2012,9,28,10.3,8.5,1.8
71075,2012,9,29,-2.1,-3.8,81.2
71075,2012,9,30,4.9,-4.4,4.4
71075,2012,10,1,10.8,-3.2,0.4
71075,2012,10,2,15.3,-4,0
71075,2012,10,3,10.5,3.3,0
71075,2012,10,4,12.2,5,0
71075,2012,10,5,12,9.3,0
71075,2012,10,6,6.1,3.8,9.4
71075,2012,10,7,6,-4.8,60.4
71075,2012,10,8,5.7,-6.8,0
71075,2012,10,9,6.3,-2.6,3.2
71075,2012,10,10,5.5,-0.1,0.2
71075,2012,10,11,0.3,-1.6,1
71075,2012,10,12,2.9,-2.9,32.6
71075,2012,10,13,6,-2.1,0.6
71075,2012,10,14,9.8,-3.6,1.6
71075,2012,10,15,11.4,2.8,0
71075,2012,10,16,11.2,8,0
71075,2012,10,17,11,0.3,51.6
71075,2012,10,18,13.9,-2.3,0
71075,2012,10,19,14.2,3.1,0
71075,2012,10,20,14.1,3.8,0.6
71075,2012,10,21,9.6,4.5,0
71075,2012,10,22,9.3,-3.5,0
71075,2012,10,23,15.8,-7.2,0
71075,2012,10,24,15.6,1.7,0
71075,2012,10,25,14.1,4,0
71075,2012,10,26,8.8,2.7,0
71075,2012,10,27,11.9,-3.6,0
71075,2012,10,28,15.9,-3.5,0
71075,2012,10,29,15.6,0.7,0
71075,2012,10,30,16.7,6.5,0
71075,2012,10,31,17.9,4.7,1
71075,2012,11,1,10.4,8.1,6.8
71075,2012,11,2,12.4,-2.3,17.4
71075,2012,11,3,14.7,0.6,0
71075,2012,11,4,15.3,-1,0
71075,2012,11,5,17.4,6.2,0
71075,2012,11,6,19.4,8.7,1.2
71075,2012,11,7,11.7,9.4,38.4
71075,2012,11,8,13.5,6.9,41.6
71075,2012,11,9,9.1,3.8,0.8
71075,2012,11,10,11.4,-2.6,0
71075,2012,11,11,15.1,-5.2,0
71075,2012,11,12,14.8,5.2,0
71075,2012,11,13,14,3.5,0
71075,2012,11,14,14,3.1,0.4
71075,2012,11,15,13.2,4.7,0
71075,2012,11,16,12.8,4.9,0
71075,2012,11,17,13.2,-4.3,0
71075,2012,11,18,9,0.5,0
71075,2012,11,19,11.6,-1.3,1.2
71075,2012,11,20,17.7,-4.3,0.8
71075,2012,11,21,15.5,7.8,0
71075,2012,11,22,16.6,-1.4,0
71075,2012,11,23,19.7,0.2,0
71075,2012,11,24,18,3.2,0
71075,2012,11,25,20.7,8.4,0
71075,2012,11,26,20.7,6.3,0
71075,2012,11,27,18.8,8.3,4.2
71075,2012,11,28,21.5,8.9,7.6
71075,2012,11,29,24.3,7.9,0
71075,2012,11,30,20,15.4,0
71075,2012,12,1,16.8,13.3,2.4
71075,2012,12,2,15.2,9.7,2.8
71075,2012,12,3,14.3,3.8,0
71075,2012,12,4,6.8,3,0
71075,2012,12,5,9.8,-1,6.2
71075,2012,12,6,15.7,-1.8,1.8
71075,2012,12,7,17.6,1.8,0
71075,2012,12,8,19.1,0.1,0
71075,2012,12,9,15.3,9.2,0
71075,2012,12,10,13.1,-5.3,0
71075,2012,12,11,15.1,-0.8,0
71075,2012,12,12,19.4,2.3,0
71075,2012,12,13,,,
71075,2012,12,14,17.3,13.5,
71075,2012,12,15,12.4,10.7,24.6
71075,2012,12,16,12.1,8.9,96.2
71075,2012,12,17,14.4,0.9,0.2
71075,2012,12,18,18.4,3,0
71075,2012,12,19,21,6,0
71075,2012,12,20,14.5,8.6,16.6
71075,2012,12,21,20.9,1.3,0
71075,2012,12,22,19.8,4.3,0
71075,2012,12,23,22.2,,
71075,2012,12,24,19.8,10.6,2.8
71075,2012,12,25,8.8,6.2,10.8
71075,2012,12,26,13.9,2.9,3.2
71075,2012,12,27,17.1,0,0
71075,2012,12,28,17.2,6.6,0
71075,2012,12,29,18.6,1.9,0
71075,2012,12,30,19.3,0.1,0
71075,2012,12,31,19.4,,
71075,2013,1,1,18.9,10.7,0
71075,2013,1,2,20.8,9.7,0
71075,2013,1,3,23.8,3.9,0
71075,2013,1,4,25.9,7.8,0
71075,2013,1,5,,,
71075,2013,1,6,28.9,,
71075,2013,1,7,25.8,9.5,0
71075,2013,1,8,23.9,17.1,0
71075,2013,1,9,16.9,3.2,1.2
71075,2013,1,10,21.8,-0.2,0
71075,2013,1,11,22.8,11.2,0
71075,2013,1,12,22,14.1,0
71075,2013,1,13,12.3,11.2,1.2
71075,2013,1,14,11.9,-0.4,15.2
71075,2013,1,15,20.6,-0.4,
71075,2013,1,16,22.4,4.2,0
71075,2013,1,17,23.7,6.2,0
71075,2013,1,18,28.1,16.5,0
71075,2013,1,19,21.3,9.5,5.4
71075,2013,1,20,21.3,5.6,0.2
71075,2013,1,21,22.2,6.5,0
71075,2013,1,22,22.2,10.1,0
71075,2013,1,23,21.5,5.7,0
71075,2013,1,24,23.1,5.8,0.2
71075,2013,1,25,21.9,11.4,0
71075,2013,1,26,23.7,9.4,0.2
71075,2013,1,27,20.6,8.6,8.4
71075,2013,1,28,20.5,9.7,1.8
71075,2013,1,29,16.4,9.4,40.6
71075,2013,1,30,18.3,8.1,0
71075,2013,1,31,17.9,6.3,0
71075,2013,2,1,16.4,2,0
71075,2013,2,2,9.8,0,1.8
71075,2013,2,3,17.1,2.9,0
71075,2013,2,4,16.9,1.1,0
71075,2013,2,5,19.9,4.7,0
71075,2013,2,6,19.9,4.9,0
71075,2013,2,7,22.2,7,0
71075,2013,2,8,24.1,11.6,1
71075,2013,2,9,23,10.1,0.4
71075,2013,2,10,20.9,8.6,0
71075,2013,2,11,15.7,6,1
71075,2013,2,12,19.4,3,0
71075,2013,2,13,20.1,2.7,0
71075,2013,2,14,19.2,7.8,0
71075,2013,2,15,18.6,4.5,28.6
71075,2013,2,16,19,3,0
71075,2013,2,17,20.5,4.2,0
71075,2013,2,18,20.3,3.9,0
71075,2013,2,19,20.7,10.7,0
71075,2013,2,20,22.7,5.4,0
71075,2013,2,21,18.3,8.4,3.8
71075,2013,2,22,14.4,6.9,0
71075,2013,2,23,13.3,4.2,3
71075,2013,2,24,16.7,8.6,12.4
71075,2013,2,25,22.3,9.1,30.2
71075,2013,2,26,19.5,7.1,0
71075,2013,2,27,15.2,12.9,21.8
71075,2013,2,28,11.8,10.4,108.8
71075,2013,3,1,9.5,3.9,17.2
71075,2013,3,2,10.8,1.6,1.4
71075,2013,3,3,15.4,2.5,0.8
71075,2013,3,4,20.6,-0.5,0
71075,2013,3,5,22.7,1.4,
71075,2013,3,6,22.7,2.1,0
71075,2013,3,7,21.6,5.4,0
71075,2013,3,8,21.6,7.4,0
71075,2013,3,9,22.3,7.6,0
71075,2013,3,10,21.9,8.5,0
71075,2013,3,11,21.9,7.5,5.8
71075,2013,3,12,22.2,8.4,0
71075,2013,3,13,16.6,11.4,0
71075,2013,3,14,18.7,9.3,0
71075,2013,3,15,20.8,6.2,0
71075,2013,3,16,15.5,10.5,0
71075,2013,3,17,8,-0.1,5.6
71075,2013,3,18,10.8,-3.6,0
71075,2013,3,19,13.4,-3,
71075,2013,3,20,14.1,-1.3,0
71075,2013,3,21,11.1,5.8,3
71075,2013,3,22,11.4,6.8,69.8
71075,2013,3,23,8.7,4.3,0.2
71075,2013,3,24,11.6,4.5,0
71075,2013,3,25,17.3,-0.7,0
71075,2013,3,26,16.7,6.4,0
71075,2013,3,27,18,8,0
71075,2013,3,28,13.2,12.8,0.6
71075,2013,3,29,14.7,-0.9,41.4
71075,2013,3,30,15,-1.3,0
71075,2013,3,31,10.1,4.7,0
71075,2013,4,1,10.2,4.3,0
71075,2013,4,2,15.2,1.5,0
71075,2013,4,3,10.1,2.2,0
71075,2013,4,4,13.1,-0.2,
71075,2013,4,5,13.6,0,
71075,2013,4,6,13.3,1.6,0
71075,2013,4,7,14.2,-0.4,0
71075,2013,4,8,13.7,1.6,0
71075,2013,4,9,14.8,0.8,0
71075,2013,4,10,14.6,0.8,1.2
71075,2013,4,11,15.4,1.4,0
71075,2013,4,12,13.1,2.9,1.6
71075,2013,4,13,12,1.5,0
71075,2013,4,14,12.9,8.4,0
71075,2013,4,15,11.3,7.5,8.8
71075,2013,4,16,10.4,3,11.8
71075,2013,4,17,11.1,-0.2,0
71075,2013,4,18,10.3,-0.5,
71075,2013,4,19,1.1,-1.9,0.6
71075,2013,4,20,5.2,-1.8,2.4
71075,2013,4,21,7.3,-4,2
71075,2013,4,22,5.3,1.5,8.8
71075,2013,4,23,6.2,1.9,3.2
71075,2013,4,24,6,0.4,0.2
71075,2013,4,25,6.8,-3,0
71075,2013,4,26,11,2.5,0
71075,2013,4,27,14.2,-3.1,0
71075,2013,4,28,10.1,6.3,0
71075,2013,4,29,8,6,0
71075,2013,4,30,9.9,4.8,13.2
71075,2013,5,1,8,3.8,1
71075,2013,5,2,9.7,-3.1,1.6
71075,2013,5,3,10.1,-3.4,0
71075,2013,5,4,8.7,1.5,6
71075,2013,5,5,10.7,-7.5,0
71075,2013,5,6,10.4,-6.9,0
71075,2013,5,7,12.8,-5.6,0
71075,2013,5,8,13.1,-0.9,0
71075,2013,5,9,13.4,-1.3,0
71075,2013,5,10,15.2,0,0
71075,2013,5,11,14.9,0.1,0
71075,2013,5,12,10.8,2,0
71075,2013,5,13,6,4,17
71075,2013,5,14,0.7,-2.4,27.8
71075,2013,5,15,1,-1.8,5.4
71075,2013,5,16,0.1,-1,30
71075,2013,5,17,1.5,-1.6,15.6
71075,2013,5,18,2.4,-2.3,0.4
71075,2013,5,19,1.8,-2,0
71075,2013,5,20,3.2,-1.4,0.4
71075,2013,5,21,4.8,-0.4,6.8
71075,2013,5,22,3.4,-6.7,0
71075,2013,5,23,1.4,-0.7,
71075,2013,5,24,7.5,-5.2,2.6
71075,2013,5,25,9.6,-3.9,0
71075,2013,5,26,9.1,-2.5,0
71075,2013,5,27,7.4,-4.8,0
71075,2013,5,28,6.2,-1.3,0
71075,2013,5,29,5.6,2.1,0
71075,2013,5,30,5.9,3.9,3
71075,2013,5,31,7.1,3.8,60.2
71075,2013,6,1,6.8,5.6,23.2
71075,2013,6,2,7,-0.7,49.6
71075,2013,6,3,11.2,-4.4,0
71075,2013,6,4,13.8,-3,0
71075,2013,6,5,11,-1.4,0
71075,2013,6,6,5,0.3,0
71075,2013,6,7,3.7,2.1,3.8
71075,2013,6,8,7.2,-8.2,17.4
71075,2013,6,9,12.3,-5.3,0
71075,2013,6,10,4.8,-2,0
71075,2013,6,11,7.2,-2.9,0
71075,2013,6,12,3.6,-4.1,0
71075,2013,6,13,3.3,0.5,7.6
71075,2013,6,14,2.1,0.8,20.4
71075,2013,6,15,0.9,-2.2,3.4
71075,2013,6,16,2,-1.6,2.2
71075,2013,6,17,3.3,-2,1
71075,2013,6,18,2.2,-2.1,0.8
71075,2013,6,19,0.2,-2.8,4.4
71075,2013,6,20,3.4,-5.5,0.6
71075,2013,6,21,3.7,-7.8,1.6
71075,2013,6,22,3.5,-8.8,0
71075,2013,6,23,1.9,-7.4,0.2
71075,2013,6,24,0.4,-1.6,19.4
71075,2013,6,25,1.7,-1.6,33
71075,2013,6,26,5.9,-0.9,10
71075,2013,6,27,10.4,-4.9,0
71075,2013,6,28,8.8,-4.9,0
71075,2013,6,29,7.4,-4.1,0
71075,2013,6,30,6.1,-2.8,0
71075,2013,7,1,5.8,-3,0
71075,2013,7,2,6.1,-4.6,0
71075,2013,7,3,9,-3.5,0
71075,2013,7,4,1.3,-3.3,0
71075,2013,7,5,-2.3,-3.9,28.6
71075,2013,7,6,-1,-4.1,5.8
71075,2013,7,7,-0.6,-2.8,10.8
71075,2013,7,8,0,-2.2,5.2
71075,2013,7,9,2.9,-11.1,0
71075,2013,7,10,2.7,-7.5,0
71075,2013,7,11,4.7,-9.5,0
71075,2013,7,12,5.1,-4.8,0
71075,2013,7,13,6.3,-4.6,0
71075,2013,7,14,4.7,-3.5,2.2
71075,2013,7,15,4.1,2.7,27.2
71075,2013,7,16,5.8,1.4,10.2
71075,2013,7,17,6.1,3.3,9.6
71075,2013,7,18,8.1,3.3,2.6
71075,2013,7,19,4.8,4.1,40.2
71075,2013,7,20,0,-1,42
71075,2013,7,21,-3.6,-5.2,33.6
71075,2013,7,22,-0.7,-5.5,2.6
71075,2013,7,23,2.8,-4.1,3.2
71075,2013,7,24,6.7,-2.6,3.4
71075,2013,7,25,5.9,-6.2,0
71075,2013,7,26,5.3,-2,0
71075,2013,7,27,5.4,-7.5,0
71075,2013,7,28,4.4,0.1,0
71075,2013,7,29,3.9,1.9,13.2
71075,2013,7,30,4.1,1.3,5.8
71075,2013,7,31,6,-4.3,0.8
71075,2013,8,1,10.4,-6.3,0
71075,2013,8,2,1.6,-3.2,0
71075,2013,8,3,-0.4,-4.4,8.4
71075,2013,8,4,-0.1,-3.8,26.2
71075,2013,8,5,2.2,-2.4,19.6
71075,2013,8,6,0.9,-0.3,62
71075,2013,8,7,2.1,-3.5,11.8
71075,2013,8,8,1.5,-2.9,3.6
71075,2013,8,9,4.2,-8.3,0.2
71075,2013,8,10,5.1,-2.2,1.4
71075,2013,8,11,4.3,-0.1,0
71075,2013,8,12,2.9,-0.9,46.2
71075,2013,8,13,1.8,-3.1,43.8
71075,2013,8,14,3.7,-2.9,4.2
71075,2013,8,15,3.2,-4.3,21.6
71075,2013,8,16,5.8,-3.2,0
71075,2013,8,17,2.8,-1.3,15.2
71075,2013,8,18,2.2,-1.5,17
71075,2013,8,19,-2.6,-4.3,29.2
71075,2013,8,20,-2.2,-6.4,4.4
71075,2013,8,21,-1,-5.3,7
71075,2013,8,22,0.1,-3.8,7
71075,2013,8,23,3.7,-2.3,35.4
71075,2013,8,24,8.8,0,27
71075,2013,8,25,8.5,1.1,0
71075,2013,8,26,7.3,-3.6,0
71075,2013,8,27,6.9,-2,0
71075,2013,8,28,9.3,0.8,0
71075,2013,8,29,9.9,-0.6,10.2
71075,2013,8,30,4.2,3.1,13
71075,2013,8,31,7,2.5,0
71075,2013,9,1,11.2,-2.7,0
71075,2013,9,2,12.9,2.1,0
71075,2013,9,3,14.6,0.2,0
71075,2013,9,4,10.2,2.1,0
71075,2013,9,5,11.9,5.9,0
71075,2013,9,6,9.5,5.3,0
71075,2013,9,7,6.8,4.9,7
71075,2013,9,8,10.1,-2.3,0
71075,2013,9,9,12.7,-2.7,0
71075,2013,9,10,5,3.5,2.8
71075,2013,9,11,0.7,-2,10.4
71075,2013,9,12,2.9,-1.4,1
71075,2013,9,13,6,-11.6,7
71075,2013,9,14,6.9,-2.4,4.4
71075,2013,9,15,9.4,-2.1,1.2
71075,2013,9,16,4.6,-2.3,0
71075,2013,9,17,4.6,2.7,51
71075,2013,9,18,4.5,3,48.4
71075,2013,9,19,0.6,-1,25.4
71075,2013,9,20,5.2,-1.9,7
71075,2013,9,21,8.6,-1.6,3.8
71075,2013,9,22,9.7,0.5,0
71075,2013,9,23,12.1,2.1,2.6
71075,2013,9,24,13.1,6.5,0.2
71075,2013,9,25,11.8,5.6,0.6
71075,2013,9,26,5.2,2.3,5
71075,2013,9,27,8,-2.3,11
71075,2013,9,28,6.6,1.8,0
71075,2013,9,29,10.1,-0.4,1.4
71075,2013,9,30,14.7,3.2,0
71075,2013,10,1,6.9,5.5,4.4
71075,2013,10,2,3.8,-1.6,34.2
71075,2013,10,3,8,-2.6,31.2
71075,2013,10,4,12.9,-4.1,0
71075,2013,10,5,9.5,-0.5,0
71075,2013,10,6,13.4,5,0
71075,2013,10,7,11.9,-0.6,3.4
71075,2013,10,8,10.8,-2.4,0
71075,2013,10,9,13.3,2.4,0
71075,2013,10,10,14.5,8.8,0
71075,2013,10,11,9.8,-1.5,18.4
71075,2013,10,12,13.2,1.9,0
71075,2013,10,13,14.8,6.3,0
71075,2013,10,14,3.3,-5.2,17
71075,2013,10,15,5.7,-3.5,4.4
71075,2013,10,16,11.4,-0.8,0
71075,2013,10,17,5.9,4.2,0
71075,2013,10,18,10.7,-8.7,13.4
